,Total population,Hispanic or Latino,One race total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races
"Block 2001, Block Group 2, Census Tract 309, San Francisco County, California",61,8,55,38,0,0,15,0,2,6
"Block 2002, Block Group 2, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 309, San Francisco County, California",28,0,28,19,4,1,4,0,0,0
"Block 2004, Block Group 2, Census Tract 309, San Francisco County, California",106,11,104,62,0,0,40,0,2,2
"Block 2005, Block Group 2, Census Tract 309, San Francisco County, California",48,5,44,35,3,0,6,0,0,4
"Block 2006, Block Group 2, Census Tract 309, San Francisco County, California",69,5,66,40,1,0,25,0,0,3
"Block 2007, Block Group 2, Census Tract 309, San Francisco County, California",49,6,49,24,0,0,22,0,3,0
"Block 2008, Block Group 2, Census Tract 309, San Francisco County, California",32,4,29,17,0,0,12,0,0,3
"Block 2009, Block Group 2, Census Tract 309, San Francisco County, California",48,0,48,32,1,0,15,0,0,0
"Block 2010, Block Group 2, Census Tract 309, San Francisco County, California",112,6,106,56,1,0,49,0,0,6
"Block 2011, Block Group 2, Census Tract 309, San Francisco County, California",85,5,76,46,1,2,26,1,0,9
"Block 2012, Block Group 2, Census Tract 309, San Francisco County, California",62,3,53,43,0,0,9,0,1,9
"Block 2013, Block Group 2, Census Tract 309, San Francisco County, California",39,0,39,24,4,0,10,0,1,0
"Block 2014, Block Group 2, Census Tract 309, San Francisco County, California",95,5,87,54,3,0,30,0,0,8
"Block 2015, Block Group 2, Census Tract 309, San Francisco County, California",47,6,44,31,0,0,12,0,1,3
"Block 2016, Block Group 2, Census Tract 309, San Francisco County, California",118,23,111,44,16,0,39,0,12,7
"Block 2017, Block Group 2, Census Tract 309, San Francisco County, California",99,15,87,33,4,0,41,0,9,12
"Block 2018, Block Group 2, Census Tract 309, San Francisco County, California",82,13,80,35,0,0,45,0,0,2
"Block 2019, Block Group 2, Census Tract 309, San Francisco County, California",153,18,147,77,16,1,44,0,9,6
"Block 2020, Block Group 2, Census Tract 309, San Francisco County, California",41,2,41,16,11,0,14,0,0,0
"Block 3000, Block Group 3, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3001, Block Group 3, Census Tract 309, San Francisco County, California",186,19,181,88,16,1,74,0,2,5
"Block 3002, Block Group 3, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3003, Block Group 3, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3004, Block Group 3, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3005, Block Group 3, Census Tract 309, San Francisco County, California",35,3,33,10,1,0,19,0,3,2
"Block 3006, Block Group 3, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3007, Block Group 3, Census Tract 309, San Francisco County, California",67,15,56,24,16,0,14,0,2,11
"Block 3008, Block Group 3, Census Tract 309, San Francisco County, California",20,2,20,6,1,0,13,0,0,0
"Block 3009, Block Group 3, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3010, Block Group 3, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3011, Block Group 3, Census Tract 309, San Francisco County, California",76,14,72,50,14,0,8,0,0,4
"Block 3012, Block Group 3, Census Tract 309, San Francisco County, California",25,0,25,15,0,0,10,0,0,0
"Block 3013, Block Group 3, Census Tract 309, San Francisco County, California",81,10,78,46,5,1,22,0,4,3
"Block 3014, Block Group 3, Census Tract 309, San Francisco County, California",86,4,83,36,8,0,35,0,4,3
"Block 3015, Block Group 3, Census Tract 309, San Francisco County, California",161,14,151,88,6,1,55,0,1,10
"Block 3016, Block Group 3, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3017, Block Group 3, Census Tract 309, San Francisco County, California",48,2,48,17,2,0,29,0,0,0
"Block 3018, Block Group 3, Census Tract 309, San Francisco County, California",80,15,76,47,5,1,20,0,3,4
"Block 3019, Block Group 3, Census Tract 309, San Francisco County, California",73,8,71,48,6,0,16,0,1,2
"Block 3020, Block Group 3, Census Tract 309, San Francisco County, California",26,0,26,20,0,0,6,0,0,0
"Block 3021, Block Group 3, Census Tract 309, San Francisco County, California",69,9,65,31,13,0,13,0,8,4
"Block 3022, Block Group 3, Census Tract 309, San Francisco County, California",75,5,73,34,11,1,27,0,0,2
"Block 3023, Block Group 3, Census Tract 309, San Francisco County, California",67,6,67,34,7,2,24,0,0,0
"Block 3024, Block Group 3, Census Tract 309, San Francisco County, California",80,16,80,51,11,0,17,0,1,0
"Block 4000, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4001, Block Group 4, Census Tract 309, San Francisco County, California",40,3,38,28,0,0,10,0,0,2
"Block 4002, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4003, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4004, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4005, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4006, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4007, Block Group 4, Census Tract 309, San Francisco County, California",52,2,50,27,0,0,21,0,2,2
"Block 4008, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4009, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4010, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4011, Block Group 4, Census Tract 309, San Francisco County, California",71,3,66,46,2,2,15,0,1,5
"Block 4012, Block Group 4, Census Tract 309, San Francisco County, California",54,1,54,52,2,0,0,0,0,0
"Block 4013, Block Group 4, Census Tract 309, San Francisco County, California",91,9,86,49,5,0,30,0,2,5
"Block 4014, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4015, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4016, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4017, Block Group 4, Census Tract 309, San Francisco County, California",55,0,52,34,1,0,17,0,0,3
"Block 4018, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4019, Block Group 4, Census Tract 309, San Francisco County, California",32,0,32,26,0,0,6,0,0,0
"Block 4020, Block Group 4, Census Tract 309, San Francisco County, California",70,1,70,53,0,0,17,0,0,0
"Block 4021, Block Group 4, Census Tract 309, San Francisco County, California",48,8,48,30,4,4,9,0,1,0
"Block 4022, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4023, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4024, Block Group 4, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 4025, Block Group 4, Census Tract 309, San Francisco County, California",27,0,27,10,2,0,15,0,0,0
"Block 4026, Block Group 4, Census Tract 309, San Francisco County, California",68,6,63,27,5,0,31,0,0,5
"Block 4027, Block Group 4, Census Tract 309, San Francisco County, California",102,11,102,63,9,0,28,0,2,0
"Block 4028, Block Group 4, Census Tract 309, San Francisco County, California",42,4,40,21,0,0,19,0,0,2
"Block 5000, Block Group 5, Census Tract 309, San Francisco County, California",46,2,46,26,0,0,20,0,0,0
"Block 5001, Block Group 5, Census Tract 309, San Francisco County, California",52,0,51,37,1,0,13,0,0,1
"Block 5002, Block Group 5, Census Tract 309, San Francisco County, California",38,0,35,25,3,0,6,0,1,3
"Block 5003, Block Group 5, Census Tract 309, San Francisco County, California",45,0,45,29,0,0,16,0,0,0
"Block 5004, Block Group 5, Census Tract 309, San Francisco County, California",43,3,43,20,0,0,23,0,0,0
"Block 5005, Block Group 5, Census Tract 309, San Francisco County, California",37,3,37,12,0,0,22,0,3,0
"Block 5006, Block Group 5, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 5007, Block Group 5, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 5008, Block Group 5, Census Tract 309, San Francisco County, California",27,0,27,6,0,0,21,0,0,0
"Block 5009, Block Group 5, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 5010, Block Group 5, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 5011, Block Group 5, Census Tract 309, San Francisco County, California",49,2,44,25,0,0,18,0,1,5
"Block 5012, Block Group 5, Census Tract 309, San Francisco County, California",38,1,36,19,0,1,16,0,0,2
"Block 5013, Block Group 5, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 5014, Block Group 5, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 5015, Block Group 5, Census Tract 309, San Francisco County, California",57,1,57,32,0,0,24,0,1,0
"Block 5016, Block Group 5, Census Tract 309, San Francisco County, California",47,2,42,24,0,0,17,0,1,5
"Block 5017, Block Group 5, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 5018, Block Group 5, Census Tract 309, San Francisco County, California",1,0,1,0,0,0,1,0,0,0
"Block 5019, Block Group 5, Census Tract 309, San Francisco County, California",61,3,61,21,0,0,39,1,0,0
"Block 5020, Block Group 5, Census Tract 309, San Francisco County, California",99,13,91,57,0,1,28,0,5,8
"Block 5021, Block Group 5, Census Tract 309, San Francisco County, California",115,6,112,68,1,0,41,2,0,3
"Block 6000, Block Group 6, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 6001, Block Group 6, Census Tract 309, San Francisco County, California",49,0,49,31,0,0,18,0,0,0
"Block 6002, Block Group 6, Census Tract 309, San Francisco County, California",55,6,53,27,0,0,26,0,0,2
"Block 6003, Block Group 6, Census Tract 309, San Francisco County, California",23,3,23,21,0,0,2,0,0,0
"Block 6004, Block Group 6, Census Tract 309, San Francisco County, California",37,0,37,29,0,0,8,0,0,0
"Block 6005, Block Group 6, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 6006, Block Group 6, Census Tract 309, San Francisco County, California",27,3,27,23,3,0,0,0,1,0
"Block 6007, Block Group 6, Census Tract 309, San Francisco County, California",31,2,31,13,0,0,16,1,1,0
"Block 6008, Block Group 6, Census Tract 309, San Francisco County, California",76,1,75,33,5,0,37,0,0,1
"Block 6009, Block Group 6, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 6010, Block Group 6, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 6011, Block Group 6, Census Tract 309, San Francisco County, California",37,6,37,17,0,0,18,0,2,0
"Block 6012, Block Group 6, Census Tract 309, San Francisco County, California",50,3,50,26,3,0,21,0,0,0
"Block 6013, Block Group 6, Census Tract 309, San Francisco County, California",8,1,8,8,0,0,0,0,0,0
"Block 6014, Block Group 6, Census Tract 309, San Francisco County, California",82,2,81,33,0,1,46,1,0,1
"Block 6015, Block Group 6, Census Tract 309, San Francisco County, California",59,8,48,41,0,0,7,0,0,11
"Block 6016, Block Group 6, Census Tract 309, San Francisco County, California",47,1,47,32,0,0,15,0,0,0
"Block 6017, Block Group 6, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 6018, Block Group 6, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 7000, Block Group 7, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 7001, Block Group 7, Census Tract 309, San Francisco County, California",51,2,51,34,0,0,17,0,0,0
"Block 7002, Block Group 7, Census Tract 309, San Francisco County, California",59,3,57,35,0,0,22,0,0,2
"Block 7003, Block Group 7, Census Tract 309, San Francisco County, California",79,1,77,37,3,0,37,0,0,2
"Block 7004, Block Group 7, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 7005, Block Group 7, Census Tract 309, San Francisco County, California",115,5,113,49,6,0,58,0,0,2
"Block 7006, Block Group 7, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 7007, Block Group 7, Census Tract 309, San Francisco County, California",83,6,81,25,2,1,51,0,2,2
"Block 7008, Block Group 7, Census Tract 309, San Francisco County, California",89,3,89,40,0,0,49,0,0,0
"Block 7009, Block Group 7, Census Tract 309, San Francisco County, California",61,0,61,39,0,0,21,0,1,0
"Block 7010, Block Group 7, Census Tract 309, San Francisco County, California",45,1,41,6,0,0,35,0,0,4
"Block 7011, Block Group 7, Census Tract 309, San Francisco County, California",60,3,57,21,0,0,32,1,3,3
"Block 7012, Block Group 7, Census Tract 309, San Francisco County, California",77,3,76,45,1,2,28,0,0,1
"Block 7013, Block Group 7, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 7014, Block Group 7, Census Tract 309, San Francisco County, California",61,1,58,30,0,0,27,0,1,3
"Block 7015, Block Group 7, Census Tract 309, San Francisco County, California",45,4,40,10,0,0,29,0,1,5
"Block 7016, Block Group 7, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 7017, Block Group 7, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 7018, Block Group 7, Census Tract 309, San Francisco County, California",60,10,55,18,1,0,30,0,6,5
"Block 7019, Block Group 7, Census Tract 309, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 7020, Block Group 7, Census Tract 309, San Francisco County, California",53,0,53,19,0,0,34,0,0,0
"Block 1000, Block Group 1, Census Tract 310, San Francisco County, California",69,6,67,57,0,1,9,0,0,2
"Block 1001, Block Group 1, Census Tract 310, San Francisco County, California",61,4,59,45,3,0,11,0,0,2
"Block 1002, Block Group 1, Census Tract 310, San Francisco County, California",34,0,34,32,2,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 310, San Francisco County, California",68,11,62,38,0,0,23,0,1,6
"Block 1004, Block Group 1, Census Tract 310, San Francisco County, California",73,5,73,48,5,0,14,0,6,0
"Block 1005, Block Group 1, Census Tract 310, San Francisco County, California",59,2,56,42,0,0,14,0,0,3
"Block 1006, Block Group 1, Census Tract 310, San Francisco County, California",51,1,51,41,0,0,10,0,0,0
"Block 1007, Block Group 1, Census Tract 310, San Francisco County, California",58,11,55,39,0,0,15,0,1,3
"Block 1008, Block Group 1, Census Tract 310, San Francisco County, California",35,4,33,14,4,0,10,0,5,2
"Block 1009, Block Group 1, Census Tract 310, San Francisco County, California",55,1,50,46,0,0,4,0,0,5
"Block 1010, Block Group 1, Census Tract 310, San Francisco County, California",58,3,53,41,0,0,12,0,0,5
"Block 1011, Block Group 1, Census Tract 310, San Francisco County, California",57,9,50,25,0,3,18,0,4,7
"Block 1012, Block Group 1, Census Tract 310, San Francisco County, California",71,18,71,36,8,0,23,0,4,0
"Block 1013, Block Group 1, Census Tract 310, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1014, Block Group 1, Census Tract 310, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1015, Block Group 1, Census Tract 310, San Francisco County, California",65,4,62,47,0,0,13,0,2,3
"Block 2000, Block Group 2, Census Tract 310, San Francisco County, California",51,9,49,36,0,0,10,0,3,2
"Block 2001, Block Group 2, Census Tract 310, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2002, Block Group 2, Census Tract 310, San Francisco County, California",37,11,37,25,0,2,10,0,0,0
"Block 2003, Block Group 2, Census Tract 310, San Francisco County, California",45,9,45,28,0,0,17,0,0,0
"Block 2004, Block Group 2, Census Tract 310, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 310, San Francisco County, California",59,11,57,32,0,0,23,0,2,2
"Block 2006, Block Group 2, Census Tract 310, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2007, Block Group 2, Census Tract 310, San Francisco County, California",60,1,58,43,0,0,15,0,0,2
"Block 2008, Block Group 2, Census Tract 310, San Francisco County, California",50,7,48,34,4,0,10,0,0,2
"Block 2009, Block Group 2, Census Tract 310, San Francisco County, California",42,11,35,15,3,0,14,0,3,7
